Prompts_with_Context,labels,responses
"Given the following:
Nitrogen Content: 76.0, Phosphorous Content: 56.0, Potassium Content: 39.0, Temperature: 24.39459498, Humidity: 89.89106506, pH: 6.551130445, Rainfall: 197.1220049, Plant jute
Nitrogen Content: 76.0, Phosphorous Content: 51.0, Potassium Content: 18.0, Temperature: 26.16985907, Humidity: 71.96246617, pH: 6.247040422, Rainfall: 79.84925393, Plant maize
Nitrogen Content: 68.0, Phosphorous Content: 52.0, Potassium Content: 49.0, Temperature: 24.42561272, Humidity: 92.27749066, pH: 6.577192175, Rainfall: 63.35298768, Plant papaya
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 76.0, Phosphorous Content: 39.0, Potassium Content: 24.0, Temperature: 24.2547451, Humidity: 55.64709899, pH: 6.995843776, Rainfall: 64.23845455
Provide a one word answer.",maize,  Coffee
"Given the following:
Nitrogen Content: 2.0, Phosphorous Content: 38.0, Potassium Content: 18.0, Temperature: 27.53632932, Humidity: 89.92908171, pH: 6.619891498, Rainfall: 45.48591922, Plant mungbean
Nitrogen Content: 2.0, Phosphorous Content: 47.0, Potassium Content: 15.0, Temperature: 29.86860065, Humidity: 85.99127934, pH: 6.401455706, Rainfall: 58.41394143, Plant mungbean
Nitrogen Content: 2.0, Phosphorous Content: 21.0, Potassium Content: 35.0, Temperature: 25.02887163, Humidity: 91.53720922, pH: 6.293662363, Rainfall: 179.8248944, Plant coconut
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 2.0, Phosphorous Content: 39.0, Potassium Content: 15.0, Temperature: 28.07219563, Humidity: 82.9116472, pH: 6.478557136, Rainfall: 49.61865305
Provide a one word answer.",mungbean,"  Based on the conditions you provided, the ideal crop to plant would be:
Coconut"
"Given the following:
Nitrogen Content: 33.0, Phosphorous Content: 29.0, Potassium Content: 34.0, Temperature: 31.40948821, Humidity: 49.21729127, pH: 6.832979509, Rainfall: 92.99739415, Plant mango
Nitrogen Content: 33.0, Phosphorous Content: 120.0, Potassium Content: 205.0, Temperature: 35.12158265, Humidity: 82.26890793, pH: 5.550832178, Rainfall: 69.71518491, Plant grapes
Nitrogen Content: 33.0, Phosphorous Content: 47.0, Potassium Content: 17.0, Temperature: 24.86803974, Humidity: 48.27531965, pH: 8.621514073, Rainfall: 63.9187654, Plant mothbeans
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 33.0, Phosphorous Content: 31.0, Potassium Content: 34.0, Temperature: 31.32995611, Humidity: 50.22287593, pH: 5.421265283, Rainfall: 89.78216168
Provide a one word answer.",mango,  Tomatoes
"Given the following:
Nitrogen Content: 35.0, Phosphorous Content: 125.0, Potassium Content: 204.0, Temperature: 19.6491772, Humidity: 80.15215777, pH: 6.107741788, Rainfall: 73.69529586, Plant grapes
Nitrogen Content: 35.0, Phosphorous Content: 135.0, Potassium Content: 199.0, Temperature: 21.77466746, Humidity: 80.54942557, pH: 6.400719746, Rainfall: 69.39630398, Plant grapes
Nitrogen Content: 37.0, Phosphorous Content: 137.0, Potassium Content: 199.0, Temperature: 22.63946441, Humidity: 90.18451645, pH: 5.697945522, Rainfall: 108.3405879, Plant apple
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 35.0, Phosphorous Content: 138.0, Potassium Content: 200.0, Temperature: 21.19909519, Humidity: 90.80819418, pH: 5.67130617, Rainfall: 103.6838922
Provide a one word answer.",apple,  Apples
"Given the following:
Nitrogen Content: 98.0, Phosphorous Content: 7.0, Potassium Content: 45.0, Temperature: 27.79161808, Humidity: 92.51054946, pH: 6.157724816, Rainfall: 26.85422624, Plant muskmelon
Nitrogen Content: 98.0, Phosphorous Content: 79.0, Potassium Content: 50.0, Temperature: 25.34119774, Humidity: 84.47321314, pH: 6.435917308, Rainfall: 91.06493353, Plant banana
Nitrogen Content: 98.0, Phosphorous Content: 29.0, Potassium Content: 30.0, Temperature: 25.64004392, Humidity: 61.03273481, pH: 6.217974349, Rainfall: 199.4735636, Plant coffee
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 98.0, Phosphorous Content: 26.0, Potassium Content: 49.0, Temperature: 27.29035669, Humidity: 90.53330091, pH: 6.130160473, Rainfall: 23.49535234
Provide a one word answer.",muskmelon,  Tomatoes
"Given the following:
Nitrogen Content: 81.0, Phosphorous Content: 16.0, Potassium Content: 45.0, Temperature: 26.90435747, Humidity: 86.25426228, pH: 6.727468157, Rainfall: 59.75980023, Plant watermelon
Nitrogen Content: 82.0, Phosphorous Content: 78.0, Potassium Content: 46.0, Temperature: 25.05802193, Humidity: 84.97323747, pH: 5.738678895, Rainfall: 110.4408803, Plant banana
Nitrogen Content: 83.0, Phosphorous Content: 11.0, Potassium Content: 53.0, Temperature: 29.54097171, Humidity: 92.91778307, pH: 6.163921248, Rainfall: 21.9653077, Plant muskmelon
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 81.0, Phosphorous Content: 53.0, Potassium Content: 42.0, Temperature: 23.67575393, Humidity: 81.03569343, pH: 5.17782304, Rainfall: 233.7034975
Provide a one word answer.",rice,  Banana
"Given the following:
Nitrogen Content: 89.0, Phosphorous Content: 91.0, Potassium Content: 55.0, Temperature: 25.08347445, Humidity: 80.261731, pH: 6.275572298, Rainfall: 94.32961456, Plant banana
Nitrogen Content: 89.0, Phosphorous Content: 9.0, Potassium Content: 47.0, Temperature: 29.47156259, Humidity: 90.77069618, pH: 6.668382766, Rainfall: 28.75226067, Plant muskmelon
Nitrogen Content: 89.0, Phosphorous Content: 58.0, Potassium Content: 35.0, Temperature: 23.98651719, Humidity: 82.09053379, pH: 6.096838784, Rainfall: 167.0576456, Plant jute
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 89.0, Phosphorous Content: 85.0, Potassium Content: 55.0, Temperature: 26.6719835, Humidity: 76.48541655, pH: 6.275384607, Rainfall: 91.73358569
Provide a one word answer.",banana,"  Okay, here's the answer:
Wheat"
"Given the following:
Nitrogen Content: 8.0, Phosphorous Content: 58.0, Potassium Content: 17.0, Temperature: 28.75273118, Humidity: 69.15640149, pH: 7.286049978, Rainfall: 35.15426171, Plant lentil
Nitrogen Content: 8.0, Phosphorous Content: 28.0, Potassium Content: 37.0, Temperature: 23.88404783, Humidity: 86.20613842, pH: 6.082571701, Rainfall: 108.3121789, Plant pomegranate
Nitrogen Content: 8.0, Phosphorous Content: 38.0, Potassium Content: 32.0, Temperature: 29.75150773, Humidity: 46.73723302, pH: 4.981816523, Rainfall: 91.405983, Plant mango
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 8.0, Phosphorous Content: 59.0, Potassium Content: 18.0, Temperature: 29.50523036, Humidity: 35.72032498, pH: 6.216814453, Rainfall: 187.8961851
Provide a one word answer.",pigeonpeas,  Pomegranate
"Given the following:
Nitrogen Content: 56.0, Phosphorous Content: 59.0, Potassium Content: 55.0, Temperature: 37.03551903, Humidity: 91.79430166, pH: 6.551892638, Rainfall: 188.5181422, Plant papaya
Nitrogen Content: 59.0, Phosphorous Content: 47.0, Potassium Content: 53.0, Temperature: 32.86316618, Humidity: 91.4618874, pH: 6.850663232, Rainfall: 47.271547, Plant papaya
Nitrogen Content: 57.0, Phosphorous Content: 57.0, Potassium Content: 75.0, Temperature: 17.09104223, Humidity: 18.25142068, pH: 7.785039076, Rainfall: 87.27444866, Plant chickpea
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 57.0, Phosphorous Content: 57.0, Potassium Content: 51.0, Temperature: 39.01793345, Humidity: 91.48815629, pH: 6.99223441, Rainfall: 105.8841531
Provide a one word answer.",papaya,  Papaya
"Given the following:
Nitrogen Content: 15.0, Phosphorous Content: 140.0, Potassium Content: 195.0, Temperature: 13.28504331, Humidity: 83.54193816, pH: 5.69945282, Rainfall: 65.80006004, Plant grapes
Nitrogen Content: 15.0, Phosphorous Content: 123.0, Potassium Content: 204.0, Temperature: 22.52709326, Humidity: 92.54780429, pH: 6.365972688, Rainfall: 115.3830068, Plant apple
Nitrogen Content: 14.0, Phosphorous Content: 139.0, Potassium Content: 197.0, Temperature: 21.72484506, Humidity: 92.83975602, pH: 6.056529526, Rainfall: 121.6961761, Plant apple
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 15.0, Phosphorous Content: 133.0, Potassium Content: 199.0, Temperature: 23.99686172, Humidity: 91.61001707, pH: 5.824778636, Rainfall: 117.6102915
Provide a one word answer.",apple,  Tomatoes
"Given the following:
Nitrogen Content: 18.0, Phosphorous Content: 12.0, Potassium Content: 35.0, Temperature: 26.13958446, Humidity: 96.38580769, pH: 6.338720873, Rainfall: 131.3387935, Plant coconut
Nitrogen Content: 18.0, Phosphorous Content: 5.0, Potassium Content: 11.0, Temperature: 20.87947369, Humidity: 90.93756231, pH: 6.251586885, Rainfall: 102.4550786, Plant orange
Nitrogen Content: 18.0, Phosphorous Content: 14.0, Potassium Content: 11.0, Temperature: 28.04799508, Humidity: 90.00621688, pH: 6.550814117, Rainfall: 117.1311498, Plant orange
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 18.0, Phosphorous Content: 12.0, Potassium Content: 8.0, Temperature: 12.59093977, Humidity: 91.81668769, pH: 6.206053072, Rainfall: 119.3916718
Provide a one word answer.",orange,  Orange
"Given the following:
Nitrogen Content: 31.0, Phosphorous Content: 20.0, Potassium Content: 26.0, Temperature: 25.56567803, Humidity: 97.61361544, pH: 6.443168642, Rainfall: 199.7936345, Plant coconut
Nitrogen Content: 31.0, Phosphorous Content: 36.0, Potassium Content: 29.0, Temperature: 33.93679864, Humidity: 52.72170281, pH: 6.460542749, Rainfall: 97.4611918, Plant mango
Nitrogen Content: 30.0, Phosphorous Content: 17.0, Potassium Content: 31.0, Temperature: 31.20478173, Humidity: 54.49960506, pH: 6.804437106, Rainfall: 94.62954663, Plant mango
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 31.0, Phosphorous Content: 20.0, Potassium Content: 30.0, Temperature: 32.17752026, Humidity: 54.01352682, pH: 6.207495815, Rainfall: 91.88766069
Provide a one word answer.",mango,  Mango
"Given the following:
Nitrogen Content: 39.0, Phosphorous Content: 78.0, Potassium Content: 15.0, Temperature: 21.35499456, Humidity: 62.60136323, pH: 5.925391795, Rainfall: 41.78219834, Plant lentil
Nitrogen Content: 39.0, Phosphorous Content: 9.0, Potassium Content: 15.0, Temperature: 25.35467646, Humidity: 91.81183218, pH: 7.992041984, Rainfall: 116.7555937, Plant orange
Nitrogen Content: 39.0, Phosphorous Content: 24.0, Potassium Content: 31.0, Temperature: 33.55695561, Humidity: 53.72979826, pH: 4.757114897, Rainfall: 98.67527561, Plant mango
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 39.0, Phosphorous Content: 37.0, Potassium Content: 15.0, Temperature: 28.9973145, Humidity: 83.78911515, pH: 6.821747052, Rainfall: 59.84499208
Provide a one word answer.",mungbean,  Orange
"Given the following:
Nitrogen Content: 107.0, Phosphorous Content: 71.0, Potassium Content: 55.0, Temperature: 29.42017919, Humidity: 83.96754496, pH: 6.088064451, Rainfall: 117.229079, Plant banana
Nitrogen Content: 107.0, Phosphorous Content: 45.0, Potassium Content: 25.0, Temperature: 23.0865933, Humidity: 83.55546146, pH: 7.227745516, Rainfall: 71.84080724, Plant cotton
Nitrogen Content: 107.0, Phosphorous Content: 21.0, Potassium Content: 26.0, Temperature: 26.45288458, Humidity: 55.32222678, pH: 7.235070264, Rainfall: 144.6861336, Plant coffee
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 107.0, Phosphorous Content: 38.0, Potassium Content: 29.0, Temperature: 26.65069302, Humidity: 57.56695719, pH: 6.35118177, Rainfall: 145.105065
Provide a one word answer.",coffee,  Coffee
"Given the following:
Nitrogen Content: 89.0, Phosphorous Content: 25.0, Potassium Content: 54.0, Temperature: 24.69368934, Humidity: 85.56967628, pH: 6.353107393, Rainfall: 48.99390828, Plant watermelon
Nitrogen Content: 89.0, Phosphorous Content: 11.0, Potassium Content: 47.0, Temperature: 29.78714005, Humidity: 94.65343534, pH: 6.327822962, Rainfall: 27.8659442, Plant muskmelon
Nitrogen Content: 89.0, Phosphorous Content: 58.0, Potassium Content: 35.0, Temperature: 23.98651719, Humidity: 82.09053379, pH: 6.096838784, Rainfall: 167.0576456, Plant jute
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 89.0, Phosphorous Content: 25.0, Potassium Content: 50.0, Temperature: 27.04863538, Humidity: 91.34685096, pH: 6.375923383, Rainfall: 25.08146686
Provide a one word answer.",muskmelon,  Cucumber
"Given the following:
Nitrogen Content: 39.0, Phosphorous Content: 24.0, Potassium Content: 39.0, Temperature: 23.65374106, Humidity: 93.32657504, pH: 6.431265737, Rainfall: 109.8076178, Plant pomegranate
Nitrogen Content: 39.0, Phosphorous Content: 25.0, Potassium Content: 36.0, Temperature: 18.90223032, Humidity: 94.99897537, pH: 5.567805185, Rainfall: 107.6103211, Plant pomegranate
Nitrogen Content: 39.0, Phosphorous Content: 36.0, Potassium Content: 22.0, Temperature: 29.34317422, Humidity: 60.50320928, pH: 9.072011412, Rainfall: 34.03335472, Plant mothbeans
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 39.0, Phosphorous Content: 29.0, Potassium Content: 29.0, Temperature: 26.50908611, Humidity: 94.48414544, pH: 6.143662699, Rainfall: 199.8778403
Provide a one word answer.",coconut,  Maize
"Given the following:
Nitrogen Content: 119.0, Phosphorous Content: 7.0, Potassium Content: 55.0, Temperature: 26.03867719, Humidity: 84.6378378, pH: 6.031424482, Rainfall: 44.3993381, Plant watermelon
Nitrogen Content: 119.0, Phosphorous Content: 30.0, Potassium Content: 49.0, Temperature: 25.35794749, Humidity: 80.45846265, pH: 6.903020221, Rainfall: 47.72078245, Plant watermelon
Nitrogen Content: 119.0, Phosphorous Content: 19.0, Potassium Content: 55.0, Temperature: 25.18780042, Humidity: 83.44621709, pH: 6.818261383, Rainfall: 46.87420883, Plant watermelon
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 119.0, Phosphorous Content: 25.0, Potassium Content: 51.0, Temperature: 26.47330219, Humidity: 80.92254421, pH: 6.283818329, Rainfall: 53.65742581
Provide a one word answer.",watermelon,  Watermelon
"Given the following:
Nitrogen Content: 70.0, Phosphorous Content: 42.0, Potassium Content: 43.0, Temperature: 23.16814977, Humidity: 76.66724969, pH: 6.508342839, Rainfall: 157.1215052, Plant jute
Nitrogen Content: 70.0, Phosphorous Content: 44.0, Potassium Content: 19.0, Temperature: 23.31689124, Humidity: 73.4541537, pH: 5.852607099, Rainfall: 94.29712821, Plant maize
Nitrogen Content: 70.0, Phosphorous Content: 65.0, Potassium Content: 52.0, Temperature: 30.42012134, Humidity: 93.12659793, pH: 6.583528529, Rainfall: 75.95295, Plant papaya
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 70.0, Phosphorous Content: 47.0, Potassium Content: 17.0, Temperature: 24.6129118, Humidity: 70.4162444, pH: 6.600827017, Rainfall: 104.1626147
Provide a one word answer.",maize,  Maize
"Given the following:
Nitrogen Content: 59.0, Phosphorous Content: 70.0, Potassium Content: 84.0, Temperature: 17.3348681, Humidity: 18.74926979, pH: 7.550808267, Rainfall: 82.61734721, Plant chickpea
Nitrogen Content: 58.0, Phosphorous Content: 66.0, Potassium Content: 79.0, Temperature: 20.99373558, Humidity: 19.33470387, pH: 8.718192847, Rainfall: 93.55280105, Plant chickpea
Nitrogen Content: 58.0, Phosphorous Content: 70.0, Potassium Content: 84.0, Temperature: 20.6543203, Humidity: 16.60820843, pH: 6.231049028, Rainfall: 74.6631118, Plant chickpea
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 59.0, Phosphorous Content: 62.0, Potassium Content: 83.0, Temperature: 18.57665902, Humidity: 19.22008229, pH: 8.104396058, Rainfall: 72.94940441
Provide a one word answer.",chickpea,"  Certainly! Based on the given conditions, the ideal crop to plant would be ""Wheat""."
"Given the following:
Nitrogen Content: 103.0, Phosphorous Content: 42.0, Potassium Content: 17.0, Temperature: 24.29470232, Humidity: 84.61527627, pH: 6.527541661, Rainfall: 81.05902285, Plant cotton
Nitrogen Content: 103.0, Phosphorous Content: 16.0, Potassium Content: 49.0, Temperature: 24.06731461, Humidity: 81.64075303, pH: 6.915717008, Rainfall: 51.75212401, Plant watermelon
Nitrogen Content: 97.0, Phosphorous Content: 74.0, Potassium Content: 45.0, Temperature: 26.47522633, Humidity: 78.51833782, pH: 5.677719902, Rainfall: 113.1161095, Plant banana
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 103.0, Phosphorous Content: 17.0, Potassium Content: 51.0, Temperature: 25.11189154, Humidity: 80.02621335, pH: 6.209888345, Rainfall: 44.20656987
Provide a one word answer.",watermelon,  Banana
"Given the following:
Nitrogen Content: 12.0, Phosphorous Content: 67.0, Potassium Content: 23.0, Temperature: 25.62896213, Humidity: 63.14909763, pH: 6.585020303, Rainfall: 45.49683991, Plant lentil
Nitrogen Content: 12.0, Phosphorous Content: 66.0, Potassium Content: 20.0, Temperature: 27.41434987, Humidity: 63.41785982, pH: 7.336117221, Rainfall: 44.43177543, Plant lentil
Nitrogen Content: 12.0, Phosphorous Content: 31.0, Potassium Content: 26.0, Temperature: 35.7877738, Humidity: 51.94190321, pH: 5.395275719, Rainfall: 100.2160615, Plant mango
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 12.0, Phosphorous Content: 58.0, Potassium Content: 23.0, Temperature: 21.74600081, Humidity: 63.39503184, pH: 6.765091462, Rainfall: 50.43306085
Provide a one word answer.",lentil,  Lentil
"Given the following:
Nitrogen Content: 33.0, Phosphorous Content: 47.0, Potassium Content: 17.0, Temperature: 24.86803974, Humidity: 48.27531965, pH: 8.621514073, Rainfall: 63.9187654, Plant mothbeans
Nitrogen Content: 33.0, Phosphorous Content: 58.0, Potassium Content: 24.0, Temperature: 35.45790488, Humidity: 68.75810535, pH: 5.269504214, Rainfall: 108.6333046, Plant pigeonpeas
Nitrogen Content: 33.0, Phosphorous Content: 23.0, Potassium Content: 45.0, Temperature: 20.00218987, Humidity: 85.83618191, pH: 7.116538883, Rainfall: 112.337046, Plant pomegranate
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 33.0, Phosphorous Content: 75.0, Potassium Content: 84.0, Temperature: 19.46210401, Humidity: 18.72831993, pH: 7.217018459, Rainfall: 68.81405149
Provide a one word answer.",chickpea,  Pomegranate
"Given the following:
Nitrogen Content: 65.0, Phosphorous Content: 37.0, Potassium Content: 40.0, Temperature: 23.35905428, Humidity: 83.59512273, pH: 5.333322606, Rainfall: 188.413665, Plant rice
Nitrogen Content: 65.0, Phosphorous Content: 54.0, Potassium Content: 39.0, Temperature: 23.75091572, Humidity: 71.14782585, pH: 7.124571593, Rainfall: 160.0889553, Plant jute
Nitrogen Content: 63.0, Phosphorous Content: 44.0, Potassium Content: 41.0, Temperature: 24.17298839, Humidity: 83.7287574, pH: 5.583370042, Rainfall: 257.0343554, Plant rice
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 65.0, Phosphorous Content: 60.0, Potassium Content: 43.0, Temperature: 21.97199397, Humidity: 81.89918197, pH: 5.658169482, Rainfall: 227.3637009
Provide a one word answer.",rice,  Rice
"Given the following:
Nitrogen Content: 44.0, Phosphorous Content: 75.0, Potassium Content: 22.0, Temperature: 30.0328403, Humidity: 64.14800537, pH: 7.574561547, Rainfall: 71.21006868, Plant blackgram
Nitrogen Content: 44.0, Phosphorous Content: 58.0, Potassium Content: 18.0, Temperature: 28.03644051, Humidity: 65.06601664, pH: 6.814410928, Rainfall: 72.49507741, Plant blackgram
Nitrogen Content: 44.0, Phosphorous Content: 77.0, Potassium Content: 21.0, Temperature: 32.63918668, Humidity: 61.3009051, pH: 7.326980454, Rainfall: 61.83876146, Plant blackgram
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 44.0, Phosphorous Content: 63.0, Potassium Content: 15.0, Temperature: 26.42333018, Humidity: 64.51136845, pH: 7.338929556, Rainfall: 63.46546487
Provide a one word answer.",blackgram,  Blackgram
"Given the following:
Nitrogen Content: 86.0, Phosphorous Content: 59.0, Potassium Content: 35.0, Temperature: 25.78720567, Humidity: 82.11124033, pH: 6.946636369, Rainfall: 243.5120414, Plant rice
Nitrogen Content: 86.0, Phosphorous Content: 40.0, Potassium Content: 33.0, Temperature: 26.1387869, Humidity: 52.26311691, pH: 7.432322234, Rainfall: 136.3027766, Plant coffee
Nitrogen Content: 86.0, Phosphorous Content: 36.0, Potassium Content: 24.0, Temperature: 26.54986394, Humidity: 72.89187265, pH: 5.787268394, Rainfall: 73.33636055, Plant maize
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 86.0, Phosphorous Content: 37.0, Potassium Content: 16.0, Temperature: 20.51716779, Humidity: 59.21235483, pH: 5.561510732, Rainfall: 67.61013737
Provide a one word answer.",maize,  Maize
"Given the following:
Nitrogen Content: 14.0, Phosphorous Content: 22.0, Potassium Content: 9.0, Temperature: 17.24944623, Humidity: 91.13772765, pH: 6.543191814, Rainfall: 112.5090516, Plant orange
Nitrogen Content: 14.0, Phosphorous Content: 128.0, Potassium Content: 205.0, Temperature: 22.60800988, Humidity: 94.58900601, pH: 6.226289556, Rainfall: 116.0396587, Plant apple
Nitrogen Content: 14.0, Phosphorous Content: 76.0, Potassium Content: 20.0, Temperature: 29.05941162, Humidity: 62.10652364, pH: 7.042474679, Rainfall: 36.5011366, Plant lentil
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 14.0, Phosphorous Content: 21.0, Potassium Content: 35.0, Temperature: 29.52501367, Humidity: 91.91185319, pH: 6.121005506, Rainfall: 194.3100272
Provide a one word answer.",coconut,  Lentil
"Given the following:
Nitrogen Content: 15.0, Phosphorous Content: 6.0, Potassium Content: 41.0, Temperature: 19.0087067, Humidity: 88.83768149, pH: 6.897368477, Rainfall: 108.6793978, Plant pomegranate
Nitrogen Content: 15.0, Phosphorous Content: 54.0, Potassium Content: 15.0, Temperature: 29.97604322, Humidity: 57.03184356, pH: 8.35495812, Rainfall: 44.86052932, Plant mothbeans
Nitrogen Content: 14.0, Phosphorous Content: 29.0, Potassium Content: 32.0, Temperature: 35.63627319, Humidity: 48.97047762, pH: 6.942520105, Rainfall: 97.51952041, Plant mango
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 15.0, Phosphorous Content: 36.0, Potassium Content: 27.0, Temperature: 27.78912455, Humidity: 53.96886679, pH: 5.643710216, Rainfall: 91.01152997
Provide a one word answer.",mango,  Corn
"Given the following:
Nitrogen Content: 89.0, Phosphorous Content: 54.0, Potassium Content: 38.0, Temperature: 24.51588066, Humidity: 83.5352163, pH: 6.685346424, Rainfall: 230.4462359, Plant rice
Nitrogen Content: 90.0, Phosphorous Content: 59.0, Potassium Content: 35.0, Temperature: 24.25133493, Humidity: 89.86454053, pH: 7.098227926, Rainfall: 175.1742112, Plant jute
Nitrogen Content: 89.0, Phosphorous Content: 47.0, Potassium Content: 38.0, Temperature: 25.52468965, Humidity: 72.24850829, pH: 6.002524871, Rainfall: 151.8869972, Plant jute
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 89.0, Phosphorous Content: 57.0, Potassium Content: 43.0, Temperature: 26.91515043, Humidity: 73.19897535, pH: 6.998787171, Rainfall: 177.2233048
Provide a one word answer.",jute,  Jute
"Given the following:
Nitrogen Content: 126.0, Phosphorous Content: 46.0, Potassium Content: 25.0, Temperature: 24.43847399, Humidity: 81.69801729, pH: 6.757457943, Rainfall: 60.79645852, Plant cotton
Nitrogen Content: 126.0, Phosphorous Content: 38.0, Potassium Content: 23.0, Temperature: 25.36243778, Humidity: 83.63276077, pH: 6.176716425, Rainfall: 88.43618918, Plant cotton
Nitrogen Content: 126.0, Phosphorous Content: 37.0, Potassium Content: 21.0, Temperature: 25.84997269, Humidity: 84.16855231, pH: 6.61448588, Rainfall: 77.03421249, Plant cotton
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 126.0, Phosphorous Content: 50.0, Potassium Content: 19.0, Temperature: 24.69457084, Humidity: 81.7358876, pH: 6.628722836, Rainfall: 78.58494391
Provide a one word answer.",cotton,  Corn
"Given the following:
Nitrogen Content: 117.0, Phosphorous Content: 76.0, Potassium Content: 47.0, Temperature: 25.56202173, Humidity: 77.38229006, pH: 6.119216009, Rainfall: 93.10247183, Plant banana
Nitrogen Content: 117.0, Phosphorous Content: 86.0, Potassium Content: 48.0, Temperature: 28.6956201, Humidity: 82.54195839, pH: 6.225225239, Rainfall: 116.1616839, Plant banana
Nitrogen Content: 117.0, Phosphorous Content: 25.0, Potassium Content: 54.0, Temperature: 28.68275966, Humidity: 92.50969311, pH: 6.150686364, Rainfall: 29.11187663, Plant muskmelon
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 117.0, Phosphorous Content: 27.0, Potassium Content: 48.0, Temperature: 26.53259325, Humidity: 82.39053979, pH: 6.835268184, Rainfall: 54.30660782
Provide a one word answer.",watermelon,  Banana
"Given the following:
Nitrogen Content: 106.0, Phosphorous Content: 16.0, Potassium Content: 54.0, Temperature: 28.96017885, Humidity: 91.69532178, pH: 6.585872508, Rainfall: 24.7458198, Plant muskmelon
Nitrogen Content: 105.0, Phosphorous Content: 88.0, Potassium Content: 54.0, Temperature: 25.78749808, Humidity: 84.51194224, pH: 6.020445317, Rainfall: 114.2005455, Plant banana
Nitrogen Content: 106.0, Phosphorous Content: 21.0, Potassium Content: 52.0, Temperature: 28.89578588, Humidity: 94.78993038, pH: 6.286515359, Rainfall: 23.0362503, Plant muskmelon
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 106.0, Phosphorous Content: 40.0, Potassium Content: 30.0, Temperature: 23.42611644, Humidity: 64.10651528, pH: 6.779984384, Rainfall: 122.6847408
Provide a one word answer.",coffee,  Muskmelon
"Given the following:
Nitrogen Content: 13.0, Phosphorous Content: 30.0, Potassium Content: 37.0, Temperature: 20.86474944, Humidity: 91.61793636, pH: 6.277148771, Rainfall: 106.8685636, Plant pomegranate
Nitrogen Content: 13.0, Phosphorous Content: 8.0, Potassium Content: 12.0, Temperature: 25.16296632, Humidity: 92.54736032, pH: 7.105904818, Rainfall: 114.3117197, Plant orange
Nitrogen Content: 13.0, Phosphorous Content: 132.0, Potassium Content: 203.0, Temperature: 23.60115364, Humidity: 82.48336987, pH: 6.423216506, Rainfall: 73.23901752, Plant grapes
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 13.0, Phosphorous Content: 16.0, Potassium Content: 8.0, Temperature: 34.74004942, Humidity: 93.12316972, pH: 6.949838549, Rainfall: 100.1967854
Provide a one word answer.",orange,  Orange
"Given the following:
Nitrogen Content: 29.0, Phosphorous Content: 34.0, Potassium Content: 26.0, Temperature: 33.88004781, Humidity: 54.39416048, pH: 6.273953676, Rainfall: 89.29147581, Plant mango
Nitrogen Content: 29.0, Phosphorous Content: 41.0, Potassium Content: 21.0, Temperature: 31.49398069, Humidity: 62.84916863, pH: 8.86979671, Rainfall: 64.56807592, Plant mothbeans
Nitrogen Content: 28.0, Phosphorous Content: 7.0, Potassium Content: 9.0, Temperature: 34.5917846, Humidity: 92.13229786, pH: 6.730757538, Rainfall: 115.5650287, Plant orange
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 29.0, Phosphorous Content: 36.0, Potassium Content: 25.0, Temperature: 28.28511547, Humidity: 88.4393979, pH: 7.130278657, Rainfall: 48.56690235
Provide a one word answer.",mungbean,  Orange
