Prompts_with_Context,Labels
"Given the following:
Nitrogen Content: 25.0, Phosphorous Content: 65.0, Potassium Content: 21.0, Temperature: 33.86351172, Humidity: 68.59232289, pH: 6.880245789, Rainfall: 69.24464096, Plant blackgram
Nitrogen Content: 25.0, Phosphorous Content: 35.0, Potassium Content: 20.0, Temperature: 28.90245417, Humidity: 43.35365671, pH: 8.923095695, Rainfall: 71.90018566, Plant mothbeans
Nitrogen Content: 25.0, Phosphorous Content: 59.0, Potassium Content: 19.0, Temperature: 29.06631494, Humidity: 83.6869203, pH: 6.626629798, Rainfall: 43.95183726, Plant mungbean
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 25.0, Phosphorous Content: 48.0, Potassium Content: 21.0, Temperature: 28.438097, Humidity: 83.48991368, pH: 6.267684328, Rainfall: 52.55469976",mungbean
"Given the following:
Nitrogen Content: 5.0, Phosphorous Content: 56.0, Potassium Content: 24.0, Temperature: 24.80710166, Humidity: 45.01110015, pH: 5.023115055, Rainfall: 188.4928637, Plant pigeonpeas
Nitrogen Content: 5.0, Phosphorous Content: 77.0, Potassium Content: 19.0, Temperature: 31.08564994, Humidity: 66.68832981, pH: 6.242052013, Rainfall: 175.9303271, Plant pigeonpeas
Nitrogen Content: 102.0, Phosphorous Content: 28.0, Potassium Content: 54.0, Temperature: 25.15623099, Humidity: 80.27525115, pH: 6.862157042, Rainfall: 55.49541453, Plant watermelon
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 0.0, Phosphorous Content: 5.0, Potassium Content: 36.0, Temperature: 24.35193812, Humidity: 90.88612388, pH: 6.152906502, Rainfall: 105.529185",pomegranate
"Given the following:
Nitrogen Content: 28.0, Phosphorous Content: 80.0, Potassium Content: 17.0, Temperature: 19.62207826, Humidity: 18.67170854, pH: 5.809419584, Rainfall: 144.1567454, Plant kidneybeans
Nitrogen Content: 80.0, Phosphorous Content: 26.0, Potassium Content: 55.0, Temperature: 24.53442564, Humidity: 88.989272, pH: 6.140099215, Rainfall: 49.11618732, Plant watermelon
Nitrogen Content: 24.0, Phosphorous Content: 73.0, Potassium Content: 20.0, Temperature: 19.63736208, Humidity: 32.31528909, pH: 4.608695247, Rainfall: 176.4134092, Plant pigeonpeas
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 24.0, Phosphorous Content: 80.0, Potassium Content: 19.0, Temperature: 29.67892453, Humidity: 69.0854554, pH: 6.808041722, Rainfall: 65.66436565",blackgram
"Given the following:
Nitrogen Content: 0.0, Phosphorous Content: 137.0, Potassium Content: 195.0, Temperature: 22.4359017, Humidity: 80.18612085, pH: 6.329499832, Rainfall: 65.3973168, Plant grapes
Nitrogen Content: 23.0, Phosphorous Content: 138.0, Potassium Content: 195.0, Temperature: 22.49095104, Humidity: 91.70292746, pH: 5.795985716, Rainfall: 124.3915101, Plant apple
Nitrogen Content: 118.0, Phosphorous Content: 21.0, Potassium Content: 51.0, Temperature: 24.42998931, Humidity: 86.33904774, pH: 6.678805092, Rainfall: 48.58241822, Plant watermelon
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 21.0, Phosphorous Content: 137.0, Potassium Content: 196.0, Temperature: 23.6119202, Humidity: 91.70293849, pH: 5.812781806, Rainfall: 123.5900822",apple
"Given the following:
Nitrogen Content: 63.0, Phosphorous Content: 58.0, Potassium Content: 47.0, Temperature: 26.83054058, Humidity: 90.75379971, pH: 6.864143752, Rainfall: 144.6656444, Plant papaya
Nitrogen Content: 58.0, Phosphorous Content: 51.0, Potassium Content: 47.0, Temperature: 42.13473976, Humidity: 91.70445386, pH: 6.757470637, Rainfall: 197.402901, Plant papaya
Nitrogen Content: 63.0, Phosphorous Content: 58.0, Potassium Content: 50.0, Temperature: 43.03714283, Humidity: 94.6428898, pH: 6.720744449, Rainfall: 41.5856585, Plant papaya
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 58.0, Phosphorous Content: 55.0, Potassium Content: 47.0, Temperature: 26.05375792, Humidity: 93.69111672, pH: 6.742490027, Rainfall: 240.6863901",papaya
"Given the following:
Nitrogen Content: 104.0, Phosphorous Content: 47.0, Potassium Content: 18.0, Temperature: 23.9656349, Humidity: 76.97696717, pH: 7.633437412, Rainfall: 90.75616738, Plant cotton
Nitrogen Content: 91.0, Phosphorous Content: 21.0, Potassium Content: 50.0, Temperature: 24.33528185, Humidity: 81.44030363, pH: 6.762030215, Rainfall: 48.32113628, Plant watermelon
Nitrogen Content: 104.0, Phosphorous Content: 35.0, Potassium Content: 28.0, Temperature: 27.51006055, Humidity: 50.66687215, pH: 6.983732393, Rainfall: 143.9955548, Plant coffee
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 104.0, Phosphorous Content: 23.0, Potassium Content: 47.0, Temperature: 26.98212846, Humidity: 86.70068316, pH: 6.770434148, Rainfall: 42.91292205",watermelon
"Given the following:
Nitrogen Content: 94.0, Phosphorous Content: 89.0, Potassium Content: 48.0, Temperature: 28.55980972, Humidity: 84.51602322, pH: 5.653437902, Rainfall: 111.0843029, Plant banana
Nitrogen Content: 91.0, Phosphorous Content: 36.0, Potassium Content: 45.0, Temperature: 24.44345477, Humidity: 82.45432595, pH: 5.950647577, Rainfall: 267.9761948, Plant rice
Nitrogen Content: 94.0, Phosphorous Content: 50.0, Potassium Content: 19.0, Temperature: 23.30355338, Humidity: 73.62548442, pH: 5.873242491, Rainfall: 97.59081274, Plant maize
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 94.0, Phosphorous Content: 91.0, Potassium Content: 51.0, Temperature: 29.16093424, Humidity: 76.67484233, pH: 5.618094446, Rainfall: 109.575944",banana
"Given the following:
Nitrogen Content: 73.0, Phosphorous Content: 43.0, Potassium Content: 42.0, Temperature: 26.58361011, Humidity: 78.00774772, pH: 6.310699968, Rainfall: 154.8238864, Plant jute
Nitrogen Content: 39.0, Phosphorous Content: 69.0, Potassium Content: 53.0, Temperature: 25.9300384, Humidity: 93.02357765, pH: 6.964955435, Rainfall: 241.8202079, Plant papaya
Nitrogen Content: 68.0, Phosphorous Content: 40.0, Potassium Content: 19.0, Temperature: 26.14384005, Humidity: 66.20569924, pH: 6.655426355, Rainfall: 107.2361366, Plant maize
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 38.0, Phosphorous Content: 68.0, Potassium Content: 54.0, Temperature: 29.33710543, Humidity: 90.81781439, pH: 6.739170045, Rainfall: 202.0572747",papaya
"Given the following:
Nitrogen Content: 10.0, Phosphorous Content: 9.0, Potassium Content: 28.0, Temperature: 29.01256899, Humidity: 94.01014388, pH: 6.282955073, Rainfall: 150.0500312, Plant coconut
Nitrogen Content: 29.0, Phosphorous Content: 11.0, Potassium Content: 5.0, Temperature: 23.13338811, Humidity: 91.94670335, pH: 7.639788459, Rainfall: 104.4224145, Plant orange
Nitrogen Content: 24.0, Phosphorous Content: 27.0, Potassium Content: 34.0, Temperature: 28.87862994, Humidity: 95.11320315, pH: 6.203376525, Rainfall: 145.0583117, Plant coconut
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 10.0, Phosphorous Content: 24.0, Potassium Content: 27.0, Temperature: 27.57283516, Humidity: 94.90485697, pH: 5.708409601, Rainfall: 145.9298935",coconut
"Given the following:
Nitrogen Content: 42.0, Phosphorous Content: 61.0, Potassium Content: 22.0, Temperature: 26.27274407, Humidity: 62.28814857, pH: 7.418650668, Rainfall: 70.23207557, Plant blackgram
Nitrogen Content: 60.0, Phosphorous Content: 55.0, Potassium Content: 36.0, Temperature: 26.12797248, Humidity: 80.49172597, pH: 7.132389299, Rainfall: 150.6326874, Plant jute
Nitrogen Content: 42.0, Phosphorous Content: 79.0, Potassium Content: 23.0, Temperature: 27.71678273, Humidity: 63.29103387, pH: 6.781841984, Rainfall: 68.56507978, Plant blackgram
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 42.0, Phosphorous Content: 60.0, Potassium Content: 47.0, Temperature: 33.46873719, Humidity: 92.12746225, pH: 6.834808348, Rainfall: 136.8277041",papaya
"Given the following:
Nitrogen Content: 14.0, Phosphorous Content: 74.0, Potassium Content: 15.0, Temperature: 27.99990346, Humidity: 65.57653373, pH: 6.493036868, Rainfall: 49.94043064, Plant lentil
Nitrogen Content: 14.0, Phosphorous Content: 18.0, Potassium Content: 35.0, Temperature: 31.09154239, Humidity: 47.02058367, pH: 4.791146778, Rainfall: 91.46664318, Plant mango
Nitrogen Content: 14.0, Phosphorous Content: 75.0, Potassium Content: 24.0, Temperature: 24.54757829, Humidity: 57.3414485, pH: 6.436160044, Rainfall: 118.3606557, Plant pigeonpeas
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 14.0, Phosphorous Content: 8.0, Potassium Content: 43.0, Temperature: 21.92513945, Humidity: 94.46485312, pH: 7.051654924, Rainfall: 111.7162016",pomegranate
"Given the following:
Nitrogen Content: 13.0, Phosphorous Content: 7.0, Potassium Content: 43.0, Temperature: 18.20230419, Humidity: 91.12282162, pH: 7.013481515, Rainfall: 109.6623974, Plant pomegranate
Nitrogen Content: 13.0, Phosphorous Content: 74.0, Potassium Content: 25.0, Temperature: 24.12192608, Humidity: 61.09533545, pH: 6.461618577, Rainfall: 44.23629285, Plant lentil
Nitrogen Content: 13.0, Phosphorous Content: 132.0, Potassium Content: 203.0, Temperature: 23.60115364, Humidity: 82.48336987, pH: 6.423216506, Rainfall: 73.23901752, Plant grapes
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 13.0, Phosphorous Content: 23.0, Potassium Content: 6.0, Temperature: 23.96147583, Humidity: 90.26408017, pH: 7.365338111, Rainfall: 102.6958703",orange
"Given the following:
Nitrogen Content: 90.0, Phosphorous Content: 39.0, Potassium Content: 37.0, Temperature: 24.81441246, Humidity: 81.68688879, pH: 6.86106911, Rainfall: 190.7886386, Plant jute
Nitrogen Content: 90.0, Phosphorous Content: 39.0, Potassium Content: 43.0, Temperature: 24.44743944, Humidity: 82.286484, pH: 6.7693455, Rainfall: 190.9684885, Plant jute
Nitrogen Content: 90.0, Phosphorous Content: 42.0, Potassium Content: 43.0, Temperature: 20.87974371, Humidity: 82.00274423, pH: 6.502985292, Rainfall: 202.9355362, Plant rice
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 90.0, Phosphorous Content: 40.0, Potassium Content: 39.0, Temperature: 25.72668885, Humidity: 81.86171563, pH: 6.626503893, Rainfall: 191.9649389",jute
"Given the following:
Nitrogen Content: 6.0, Phosphorous Content: 13.0, Potassium Content: 9.0, Temperature: 34.51423957, Humidity: 90.56151463, pH: 7.786725333, Rainfall: 118.3271968, Plant orange
Nitrogen Content: 27.0, Phosphorous Content: 13.0, Potassium Content: 6.0, Temperature: 13.36050601, Humidity: 91.35608208, pH: 7.335158382, Rainfall: 111.2266885, Plant orange
Nitrogen Content: 6.0, Phosphorous Content: 69.0, Potassium Content: 19.0, Temperature: 26.88630675, Humidity: 41.69617915, pH: 4.750929218, Rainfall: 94.46748008, Plant pigeonpeas
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 6.0, Phosphorous Content: 13.0, Potassium Content: 29.0, Temperature: 27.31155708, Humidity: 99.96906006, pH: 5.832608028, Rainfall: 201.8258633",coconut
"Given the following:
Nitrogen Content: 19.0, Phosphorous Content: 53.0, Potassium Content: 22.0, Temperature: 27.8640132, Humidity: 80.4513142, pH: 6.852884643, Rainfall: 42.83053902, Plant mungbean
Nitrogen Content: 19.0, Phosphorous Content: 51.0, Potassium Content: 25.0, Temperature: 26.80474415, Humidity: 48.23991436, pH: 3.5253661, Rainfall: 43.87801983, Plant mothbeans
Nitrogen Content: 19.0, Phosphorous Content: 36.0, Potassium Content: 22.0, Temperature: 25.44689075, Humidity: 58.55363573, pH: 6.16496284, Rainfall: 57.04826619, Plant mothbeans
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 19.0, Phosphorous Content: 55.0, Potassium Content: 20.0, Temperature: 27.43329405, Humidity: 87.80507732, pH: 7.18530147, Rainfall: 54.73367631",mungbean
"Given the following:
Nitrogen Content: 93.0, Phosphorous Content: 94.0, Potassium Content: 53.0, Temperature: 25.86632408, Humidity: 84.42379269, pH: 6.079178788, Rainfall: 114.5357503, Plant banana
Nitrogen Content: 93.0, Phosphorous Content: 56.0, Potassium Content: 42.0, Temperature: 23.85724032, Humidity: 82.22572988, pH: 7.382762603, Rainfall: 195.0948311, Plant rice
Nitrogen Content: 93.0, Phosphorous Content: 85.0, Potassium Content: 49.0, Temperature: 27.96799119, Humidity: 79.28625709, pH: 5.694243847, Rainfall: 119.4765557, Plant banana
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 93.0, Phosphorous Content: 53.0, Potassium Content: 38.0, Temperature: 26.92995077, Humidity: 81.91411159, pH: 7.069172227, Rainfall: 290.6793783",rice
"Given the following:
Nitrogen Content: 25.0, Phosphorous Content: 65.0, Potassium Content: 21.0, Temperature: 33.86351172, Humidity: 68.59232289, pH: 6.880245789, Rainfall: 69.24464096, Plant blackgram
Nitrogen Content: 28.0, Phosphorous Content: 67.0, Potassium Content: 21.0, Temperature: 21.79792649, Humidity: 63.73086065, pH: 6.250994223, Rainfall: 46.62370222, Plant lentil
Nitrogen Content: 26.0, Phosphorous Content: 56.0, Potassium Content: 22.0, Temperature: 23.05276444, Humidity: 60.424786, pH: 7.011121216, Rainfall: 52.60285259, Plant lentil
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 25.0, Phosphorous Content: 62.0, Potassium Content: 21.0, Temperature: 26.73433965, Humidity: 68.13999721, pH: 7.040056094, Rainfall: 67.15096376",blackgram
"Given the following:
Nitrogen Content: 33.0, Phosphorous Content: 77.0, Potassium Content: 21.0, Temperature: 30.32992227, Humidity: 65.62971858, pH: 7.01285529, Rainfall: 71.64631281, Plant blackgram
Nitrogen Content: 32.0, Phosphorous Content: 76.0, Potassium Content: 15.0, Temperature: 28.05153602, Humidity: 63.49802189, pH: 7.604110177, Rainfall: 43.35795377, Plant lentil
Nitrogen Content: 33.0, Phosphorous Content: 75.0, Potassium Content: 84.0, Temperature: 19.46210401, Humidity: 18.72831993, pH: 7.217018459, Rainfall: 68.81405149, Plant chickpea
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 33.0, Phosphorous Content: 77.0, Potassium Content: 15.0, Temperature: 23.89736406, Humidity: 66.32102048, pH: 7.802212437, Rainfall: 40.74536757",lentil
"Given the following:
Nitrogen Content: 117.0, Phosphorous Content: 34.0, Potassium Content: 25.0, Temperature: 24.83846178, Humidity: 56.7685316, pH: 7.21270048, Rainfall: 124.4135035, Plant coffee
Nitrogen Content: 117.0, Phosphorous Content: 25.0, Potassium Content: 53.0, Temperature: 29.11858526, Humidity: 92.12543021, pH: 6.413927319, Rainfall: 24.52020164, Plant muskmelon
Nitrogen Content: 117.0, Phosphorous Content: 26.0, Potassium Content: 30.0, Temperature: 27.92374437, Humidity: 67.96910852, pH: 7.079850922, Rainfall: 115.2325531, Plant coffee
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 117.0, Phosphorous Content: 32.0, Potassium Content: 34.0, Temperature: 26.2724184, Humidity: 52.12739421, pH: 6.758792552, Rainfall: 127.1752928",coffee
"Given the following:
Nitrogen Content: 84.0, Phosphorous Content: 37.0, Potassium Content: 42.0, Temperature: 25.49674786, Humidity: 81.13449097, pH: 6.691074249, Rainfall: 169.9288234, Plant jute
Nitrogen Content: 84.0, Phosphorous Content: 55.0, Potassium Content: 38.0, Temperature: 26.8748389, Humidity: 79.78725152, pH: 6.956682743, Rainfall: 173.1017097, Plant jute
Nitrogen Content: 84.0, Phosphorous Content: 57.0, Potassium Content: 25.0, Temperature: 22.53510514, Humidity: 67.99257471, pH: 6.489040367, Rainfall: 64.40866039, Plant maize
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 84.0, Phosphorous Content: 38.0, Potassium Content: 43.0, Temperature: 26.57421679, Humidity: 73.81994896, pH: 7.26158085, Rainfall: 159.3223075",jute
"Given the following:
Nitrogen Content: 23.0, Phosphorous Content: 75.0, Potassium Content: 17.0, Temperature: 24.87425505, Humidity: 64.00213929, pH: 7.198076286, Rainfall: 48.28137482, Plant lentil
Nitrogen Content: 17.0, Phosphorous Content: 18.0, Potassium Content: 43.0, Temperature: 24.4880844, Humidity: 90.83687246, pH: 5.843005428, Rainfall: 103.1969341, Plant pomegranate
Nitrogen Content: 17.0, Phosphorous Content: 52.0, Potassium Content: 17.0, Temperature: 27.88352946, Humidity: 86.45147631, pH: 6.364967184, Rainfall: 44.64407105, Plant mungbean
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 17.0, Phosphorous Content: 77.0, Potassium Content: 23.0, Temperature: 24.51324787, Humidity: 20.81527638, pH: 5.670062975, Rainfall: 64.19497947",kidneybeans
"Given the following:
Nitrogen Content: 22.0, Phosphorous Content: 11.0, Potassium Content: 29.0, Temperature: 28.03380598, Humidity: 95.01630593, pH: 5.955742971, Rainfall: 218.0055713, Plant coconut
Nitrogen Content: 22.0, Phosphorous Content: 18.0, Potassium Content: 31.0, Temperature: 30.7645515, Humidity: 47.93791463, pH: 5.956027059, Rainfall: 90.38503469, Plant mango
Nitrogen Content: 22.0, Phosphorous Content: 26.0, Potassium Content: 38.0, Temperature: 22.92052307, Humidity: 85.12912161, pH: 6.988035315, Rainfall: 110.2437841, Plant pomegranate
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 22.0, Phosphorous Content: 30.0, Potassium Content: 12.0, Temperature: 15.78144173, Humidity: 92.51077745, pH: 6.354006744, Rainfall: 119.035002",orange
"Given the following:
Nitrogen Content: 119.0, Phosphorous Content: 72.0, Potassium Content: 55.0, Temperature: 25.99069521, Humidity: 83.33983116, pH: 6.220643671, Rainfall: 112.0777152, Plant banana
Nitrogen Content: 119.0, Phosphorous Content: 25.0, Potassium Content: 51.0, Temperature: 26.47330219, Humidity: 80.92254421, pH: 6.283818329, Rainfall: 53.65742581, Plant watermelon
Nitrogen Content: 119.0, Phosphorous Content: 7.0, Potassium Content: 55.0, Temperature: 26.03867719, Humidity: 84.6378378, pH: 6.031424482, Rainfall: 44.3993381, Plant watermelon
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 119.0, Phosphorous Content: 90.0, Potassium Content: 48.0, Temperature: 28.66725136, Humidity: 79.59242542, pH: 5.986442306, Rainfall: 118.2583441",banana
"Given the following:
Nitrogen Content: 119.0, Phosphorous Content: 7.0, Potassium Content: 55.0, Temperature: 26.03867719, Humidity: 84.6378378, pH: 6.031424482, Rainfall: 44.3993381, Plant watermelon
Nitrogen Content: 119.0, Phosphorous Content: 25.0, Potassium Content: 51.0, Temperature: 26.47330219, Humidity: 80.92254421, pH: 6.283818329, Rainfall: 53.65742581, Plant watermelon
Nitrogen Content: 119.0, Phosphorous Content: 72.0, Potassium Content: 55.0, Temperature: 25.99069521, Humidity: 83.33983116, pH: 6.220643671, Rainfall: 112.0777152, Plant banana
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 119.0, Phosphorous Content: 9.0, Potassium Content: 50.0, Temperature: 26.74550678, Humidity: 83.9195902, pH: 6.251286661, Rainfall: 40.794305",watermelon
"Given the following:
Nitrogen Content: 10.0, Phosphorous Content: 125.0, Potassium Content: 196.0, Temperature: 22.31253665, Humidity: 90.03577124, pH: 5.730557448, Rainfall: 113.0688155, Plant apple
Nitrogen Content: 2.0, Phosphorous Content: 143.0, Potassium Content: 196.0, Temperature: 22.71271308, Humidity: 90.45261746, pH: 5.669489065, Rainfall: 109.8852597, Plant apple
Nitrogen Content: 35.0, Phosphorous Content: 145.0, Potassium Content: 195.0, Temperature: 22.03911546, Humidity: 94.58075845, pH: 6.231950009, Rainfall: 110.9804014, Plant apple
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 0.0, Phosphorous Content: 145.0, Potassium Content: 205.0, Temperature: 21.22503442, Humidity: 90.09877774, pH: 5.52078314, Rainfall: 113.9760462",apple
"Given the following:
Nitrogen Content: 70.0, Phosphorous Content: 54.0, Potassium Content: 46.0, Temperature: 39.73149053, Humidity: 91.12220596, pH: 6.919342407, Rainfall: 122.7628653, Plant papaya
Nitrogen Content: 68.0, Phosphorous Content: 70.0, Potassium Content: 54.0, Temperature: 31.29986342, Humidity: 92.76039164, pH: 6.986228647, Rainfall: 54.77830202, Plant papaya
Nitrogen Content: 70.0, Phosphorous Content: 36.0, Potassium Content: 42.0, Temperature: 21.84106875, Humidity: 80.72886384, pH: 6.946209881, Rainfall: 202.3838319, Plant rice
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 70.0, Phosphorous Content: 68.0, Potassium Content: 55.0, Temperature: 42.84609252, Humidity: 94.63548176, pH: 6.691202286, Rainfall: 78.8099639",papaya
"Given the following:
Nitrogen Content: 129.0, Phosphorous Content: 60.0, Potassium Content: 22.0, Temperature: 24.58453146, Humidity: 79.12404171, pH: 5.947448589, Rainfall: 71.94608134, Plant cotton
Nitrogen Content: 118.0, Phosphorous Content: 21.0, Potassium Content: 51.0, Temperature: 24.42998931, Humidity: 86.33904774, pH: 6.678805092, Rainfall: 48.58241822, Plant watermelon
Nitrogen Content: 20.0, Phosphorous Content: 29.0, Potassium Content: 27.0, Temperature: 25.09897688, Humidity: 92.36099489, pH: 6.047044342, Rainfall: 157.7592626, Plant coconut
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 136.0, Phosphorous Content: 36.0, Potassium Content: 20.0, Temperature: 23.09595631, Humidity: 84.86275707, pH: 6.925412377, Rainfall: 71.29581071",cotton
"Given the following:
Nitrogen Content: 35.0, Phosphorous Content: 145.0, Potassium Content: 195.0, Temperature: 22.03911546, Humidity: 94.58075845, pH: 6.231950009, Rainfall: 110.9804014, Plant apple
Nitrogen Content: 39.0, Phosphorous Content: 132.0, Potassium Content: 196.0, Temperature: 35.83089092, Humidity: 83.32560104, pH: 5.778594403, Rainfall: 73.67984885, Plant grapes
Nitrogen Content: 40.0, Phosphorous Content: 143.0, Potassium Content: 201.0, Temperature: 24.97256132, Humidity: 82.72828653, pH: 6.476757723, Rainfall: 66.70016285, Plant grapes
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 39.0, Phosphorous Content: 145.0, Potassium Content: 201.0, Temperature: 36.73126647, Humidity: 80.58931938, pH: 5.775600435, Rainfall: 72.24230804",grapes
"Given the following:
Nitrogen Content: 24.0, Phosphorous Content: 70.0, Potassium Content: 21.0, Temperature: 19.14729038, Humidity: 45.3733757, pH: 5.517208078, Rainfall: 132.7748215, Plant pigeonpeas
Nitrogen Content: 25.0, Phosphorous Content: 71.0, Potassium Content: 24.0, Temperature: 28.49538735, Humidity: 60.44848407, pH: 7.187721818, Rainfall: 74.91559514, Plant blackgram
Nitrogen Content: 16.0, Phosphorous Content: 71.0, Potassium Content: 24.0, Temperature: 18.33124824, Humidity: 38.40975482, pH: 4.946369874, Rainfall: 139.6483317, Plant pigeonpeas
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 24.0, Phosphorous Content: 70.0, Potassium Content: 16.0, Temperature: 25.17885316, Humidity: 68.93307305, pH: 6.54803469, Rainfall: 35.03484812",lentil
"Given the following:
Nitrogen Content: 63.0, Phosphorous Content: 58.0, Potassium Content: 47.0, Temperature: 26.83054058, Humidity: 90.75379971, pH: 6.864143752, Rainfall: 144.6656444, Plant papaya
Nitrogen Content: 63.0, Phosphorous Content: 58.0, Potassium Content: 50.0, Temperature: 43.03714283, Humidity: 94.6428898, pH: 6.720744449, Rainfall: 41.5856585, Plant papaya
Nitrogen Content: 67.0, Phosphorous Content: 43.0, Potassium Content: 39.0, Temperature: 26.04371967, Humidity: 84.96907151, pH: 5.999969026, Rainfall: 186.7536773, Plant rice
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 63.0, Phosphorous Content: 37.0, Potassium Content: 43.0, Temperature: 23.41798979, Humidity: 85.08640476, pH: 6.661957897, Rainfall: 185.7446728",jute
"Given the following:
Nitrogen Content: 35.0, Phosphorous Content: 135.0, Potassium Content: 199.0, Temperature: 21.77466746, Humidity: 80.54942557, pH: 6.400719746, Rainfall: 69.39630398, Plant grapes
Nitrogen Content: 35.0, Phosphorous Content: 145.0, Potassium Content: 195.0, Temperature: 22.03911546, Humidity: 94.58075845, pH: 6.231950009, Rainfall: 110.9804014, Plant apple
Nitrogen Content: 82.0, Phosphorous Content: 35.0, Potassium Content: 35.0, Temperature: 25.49386782, Humidity: 86.97061481, pH: 7.299076163, Rainfall: 176.5268267, Plant jute
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 35.0, Phosphorous Content: 125.0, Potassium Content: 204.0, Temperature: 19.6491772, Humidity: 80.15215777, pH: 6.107741788, Rainfall: 73.69529586",grapes
"Given the following:
Nitrogen Content: 17.0, Phosphorous Content: 134.0, Potassium Content: 204.0, Temperature: 39.04071989, Humidity: 80.18393287, pH: 6.499604931, Rainfall: 73.88467027, Plant grapes
Nitrogen Content: 17.0, Phosphorous Content: 73.0, Potassium Content: 18.0, Temperature: 19.50112224, Humidity: 34.51086611, pH: 5.632353113, Rainfall: 197.3752649, Plant pigeonpeas
Nitrogen Content: 17.0, Phosphorous Content: 16.0, Potassium Content: 14.0, Temperature: 16.39624284, Humidity: 92.18151927, pH: 6.625538653, Rainfall: 102.944161, Plant orange
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 17.0, Phosphorous Content: 64.0, Potassium Content: 16.0, Temperature: 30.97758716, Humidity: 32.24914235, pH: 7.161797643, Rainfall: 180.716828",pigeonpeas
"Given the following:
Nitrogen Content: 40.0, Phosphorous Content: 30.0, Potassium Content: 35.0, Temperature: 20.89273273, Humidity: 91.07776977, pH: 6.269663963, Rainfall: 104.4407083, Plant pomegranate
Nitrogen Content: 39.0, Phosphorous Content: 71.0, Potassium Content: 84.0, Temperature: 20.28155898, Humidity: 16.39535215, pH: 8.140825437, Rainfall: 82.52339655, Plant chickpea
Nitrogen Content: 40.0, Phosphorous Content: 21.0, Potassium Content: 8.0, Temperature: 34.90665289, Humidity: 92.87820148, pH: 7.418761774, Rainfall: 102.1906333, Plant orange
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 40.0, Phosphorous Content: 16.0, Potassium Content: 35.0, Temperature: 34.16438906, Humidity: 54.16482251, pH: 4.954739564, Rainfall: 98.33351125",mango
"Given the following:
Nitrogen Content: 22.0, Phosphorous Content: 18.0, Potassium Content: 31.0, Temperature: 30.7645515, Humidity: 47.93791463, pH: 5.956027059, Rainfall: 90.38503469, Plant mango
Nitrogen Content: 22.0, Phosphorous Content: 38.0, Potassium Content: 31.0, Temperature: 31.53356352, Humidity: 53.06009323, pH: 5.821106036, Rainfall: 98.57025046, Plant mango
Nitrogen Content: 22.0, Phosphorous Content: 64.0, Potassium Content: 82.0, Temperature: 19.48974337, Humidity: 17.17260319, pH: 6.4740245, Rainfall: 87.51312796, Plant chickpea
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 22.0, Phosphorous Content: 18.0, Potassium Content: 33.0, Temperature: 30.41235793, Humidity: 52.48100602, pH: 6.621623545, Rainfall: 93.92375879",mango
